Chloraphylla ugL,DO mg,DO Sat,EC mScm,pH,Temp degC,Turbidity NTU
1.9,4.815,70.15,41.07,7.59,27.06,4.4
2.15,4.745,68.9,40.665,7.575,27.01,4.55
2.1,4.735,68.35,39.875,7.555,26.855,4.3
1.55,4.665,67.15,39.305,7.53,26.825,4.4
1.7,4.695,67.5,38.885,7.54,26.85,3.5
1.65,4.855,70,38.885,7.56,27.01,3.2
1.75,4.855,70.7,39.635,7.56,27.425,3.55
1.2,4.965,72.6,39.85,7.57,27.675,3.65
2.05,5.125,75.55,40.005,7.595,28.105,5.35
3.2,5.345,79.1,40.175,7.61,28.305,4.2
4,5.69,84.1,40.435,7.655,28.185,3.1
5.2,6.135,91.15,40.48,7.7,28.46,4.2
5.2,5.97,88.6,40.75,7.695,28.35,3.85
5.1,5.67,83.95,40.765,7.625,28.205,4.5
5.35,5.445,80.25,40.16,7.62,28.09,4.3
7.75,5.505,80.75,39.18,7.615,27.99,4.4
8.65,5.55,81,38.71,7.615,27.8,4.25
7.1,5.405,78.95,39.06,7.615,27.72,3.85
5.95,5.345,78.1,39.63,7.605,27.645,3.8
5.85,5.36,78.25,39.935,7.615,27.54,3.4
4.5,5.275,77.3,40.98,7.63,27.5,3.05
3.95,5.17,75.65,41.065,7.63,27.365,2.9
3.75,5.13,74.95,41.18,7.62,27.295,2.6
3.45,5.12,74.75,41.46,7.635,27.14,2.45
3.1,5.07,73.9,41.45,7.62,27.085,2.9
2.5,4.945,72.1,41.325,7.6,27.075,3.25
2.45,4.9,71.05,40.845,7.59,26.945,3.2
2.45,4.925,71,39.85,7.575,26.755,3.65
3.1,4.945,71.2,39.165,7.575,26.85,3.7
2.9,5.085,73.15,38.835,7.57,26.96,3.15
2.5,5.285,76.85,38.82,7.605,27.535,2.85
2.65,5.405,79.45,39.115,7.63,28.085,2.95
3.05,5.67,83.7,39.025,7.645,28.42,2.05
4,5.905,87.55,39.265,7.675,28.65,2.9
4.4,5.945,88.45,39.84,7.685,28.675,2.55
6.2,6.365,95.05,40.115,7.74,28.875,2.55
8.05,6.77,101.5,40.18,7.78,29.08,2.95
8.35,6.625,99,40.41,7.77,28.865,2.45
8.95,6.475,96.45,40.4,7.75,28.655,2.85
11.45,6.67,98.65,39.265,7.775,28.465,3.5
11.7,6.925,101.75,38.405,7.8,28.28,3.6
11.4,6.785,99.45,38.39,7.79,28.12,3.85
9.75,6.455,94.3,38.66,7.72,27.87,3.85
8.1,6.16,90.05,39.355,7.71,27.73,3.25
6.4,5.9,86.3,39.9,7.685,27.67,3.05
5.35,5.83,85.25,40.155,7.68,27.585,2.7
4.75,5.655,82.85,40.41,7.675,27.605,2.35
3.35,5.525,81.15,40.875,7.665,27.655,1.8
3.1,5.415,79.4,41.19,7.665,27.5,1.65
2.5,5.27,77.2,41.295,7.645,27.41,1.9
2.1,5.185,75.85,41.345,7.65,27.32,2.15
2.2,5.155,75.35,41.185,7.635,27.275,2.65
2.75,5.07,73.6,40.065,7.62,27.19,3.25
3.05,5.11,74.15,39.565,7.605,27.275,3.2
3.5,5.415,78.4,38.265,7.635,27.395,2.75
3.2,5.625,81.85,38.365,7.635,27.695,2.7
3.2,5.935,87.6,38.56,7.675,28.52,2.5
2.35,6.075,90.85,38.785,7.705,29.255,2.15
3.4,6.17,92.7,39.57,7.715,29.34,3.35
4.1,6.5,98.05,39.73,7.735,29.58,4.15
4.9,6.925,104.4,40.025,7.8,29.455,3
6.2,7.015,105.45,40.23,7.81,29.26,4.15
6.4,7.005,105.1,40.375,7.815,29.08,3.15
5.6,6.635,99.2,40.555,7.785,28.79,3.55
4.9,6.37,94.8,40.66,7.765,28.47,3.65
5.35,6.415,94.6,39.695,7.76,28.2,3.45
5.45,6.545,95.85,38.69,7.77,27.97,3.2
4.75,6.255,91.75,39.29,7.735,27.955,3.2
4.4,6.045,88.4,39.625,7.695,27.715,2.85
3.85,5.79,85.25,40.29,7.69,27.925,3.15
3.35,5.86,86.05,40.36,7.71,27.76,2.65
2.75,5.565,81.7,40.625,7.675,27.74,2.65
2.6,5.48,80.65,41.005,7.675,27.76,1.95
2.65,5.36,78.75,41.275,7.675,27.59,1.5
2.7,5.3,77.8,41.39,7.67,27.505,1.45
1.55,5.195,76.2,41.62,7.66,27.425,1.4
1.9,5.1,75.05,41.79,7.645,27.525,1.9
2.55,5.07,74.45,41.47,7.635,27.535,2.85
2.75,5.265,77.25,40.225,7.64,27.725,3.2
4,5.805,85.05,38.98,7.69,28.01,3
4.1,6.135,90.25,38.915,7.72,28.21,2.7
5.05,6.335,93.7,39.39,7.74,28.44,3.45
6,6.505,96.75,40.105,7.755,28.64,3.55
6.5,6.75,100.7,40.66,7.795,28.635,4.5
7.8,7.11,106.2,41.135,7.845,28.62,3.2
9.2,7.025,104.85,41.29,7.845,28.495,3.15
8.35,6.81,101.3,41.385,7.815,28.315,2.45
7.2,6.33,94,41.73,7.795,28.14,2.95
8.2,6.805,100.8,41.3,7.84,28.06,4.8
8,6.73,99.25,41.165,7.84,27.87,5.35
5.2,5.83,85.85,41.21,7.71,27.74,4.1
5.35,5.965,87.1,40.1,7.72,27.48,3.05
5.2,5.925,86.15,39.92,7.72,27.26,2.95
4.35,5.67,82.7,40.65,7.705,27.295,3.45
4,5.515,80.8,41.325,7.69,27.38,2.85
3.45,5.47,80.5,41.85,7.695,27.535,2.65
3.3,5.335,78.35,42.045,7.695,27.44,2.3
3.6,5.45,80.15,42.225,7.71,27.445,1.65
3.5,5.54,81.3,42.215,7.725,27.33,1.35
2.75,5.315,78.2,42.59,7.71,27.305,1.5
2.4,5.27,77.6,42.67,7.71,27.4,2.55
2.45,5.22,76.85,42.32,7.695,27.425,3.45
2.5,5.375,79.05,41.585,7.695,27.625,3.5
3.85,5.735,84.65,40.445,7.715,28.04,3.15
5.15,6.49,96.05,39.585,7.775,28.41,4.05
5.45,7.275,108.25,38.96,7.87,28.85,3.8
7.05,7.71,115.15,39.445,7.9,29.02,3.45
8.4,8.24,123.55,40.115,7.95,29.09,4.25
10.95,8.69,130.25,40.495,8.01,28.96,4.05
12,8.58,128.25,40.835,8,28.775,3.7
13.05,8.15,121.45,41.225,7.975,28.465,2.9
12.35,7.955,118.15,41.565,7.965,28.18,2.15
9.95,7.27,107.75,41.935,7.915,27.935,2.15
8.7,7.125,105.3,41.85,7.895,27.83,2.85
6.6,6.535,96.45,41.905,7.845,27.72,3.7
5.15,5.985,88.15,41.345,7.77,27.665,3.85
4.45,6.14,89.75,40.14,7.77,27.525,3.25
4.6,6.255,90.95,39.75,7.78,27.36,2.75
4.2,5.99,87.55,40.52,7.76,27.455,2.95
4.45,5.825,85.3,41.34,7.745,27.39,2.65
4.15,5.885,85.85,41.415,7.755,27.165,2.45
4.75,5.85,86.1,42.48,7.78,27.38,2.2
4.15,5.76,84.85,42.96,7.79,27.345,1.75
3.85,5.73,84.55,43.265,7.785,27.37,1.45
3.6,5.69,83.95,43.195,7.785,27.405,2
2.9,5.715,84.5,43.12,7.775,27.545,3.45
2.7,5.71,84.65,42.85,7.77,27.775,4.6
2.65,5.825,86.25,41.9,7.765,27.905,4.45
2.9,6.155,91.25,41.175,7.785,28.17,3.15
3.6,6.565,97.4,40.21,7.81,28.425,3.45
4.55,7.08,105.2,39.885,7.865,28.575,2.6
5.3,7.345,109.7,40.47,7.865,28.77,5.3
7,7.46,111.3,41.37,7.905,28.475,3.2
8.7,7.485,111.9,42.21,7.935,28.375,3
7.15,7.135,106.85,43.215,7.92,28.275,3.05
6.1,6.735,100.65,43.345,7.88,28.085,2.35
5.6,6.895,102.9,43.48,7.91,28.01,1.85
5.55,6.705,99.75,43.3,7.885,27.825,3.1
4.05,6.535,96.7,42.76,7.865,27.635,3.8
3.1,6.2,91.2,42.07,7.82,27.48,4.8
2.4,6.02,88,41.035,7.79,27.32,3.65
2.5,5.9,85.85,40.29,7.76,27.225,2.85
2.15,5.855,84.75,39.925,7.75,27.03,2.15
2.45,5.86,84.95,40.2,7.76,27.04,2.3
2.85,5.865,85.3,40.865,7.755,27.1,2.3
2.3,5.73,83.8,41.885,7.765,27.165,2.95
2.9,5.88,86.25,42.765,7.81,27.105,2.75
2.65,5.84,86,43.285,7.815,27.195,2.45
1.7,5.895,87.25,43.85,7.84,27.355,2.3
2.75,6.045,89.25,43.42,7.845,27.37,4.05
2.55,6.05,89.55,43.075,7.825,27.585,4.5
2.85,6.08,90,42.68,7.83,27.695,5.45
2.85,6.36,93.8,41.66,7.83,27.775,4.7
2.65,6.365,93.8,41.005,7.815,27.85,5.2
2.9,6.45,95,40.175,7.805,27.985,4.1
3.1,6.66,98.4,40.185,7.845,28.22,7.2
4.55,6.6,97.65,41.02,7.84,28.065,5.05
4.35,7.015,103.9,41.795,7.89,27.955,3.7
4.5,6.84,101.9,43.25,7.905,27.94,5.05
3.1,6.47,96.55,44.285,7.9,27.785,3.8
2.8,6.475,96.55,44.36,7.905,27.735,3.45
3.75,6.5,96.65,44.225,7.9,27.61,3.85
3.55,6.51,96.45,43.745,7.895,27.475,3.95
2.85,6.365,93.75,43.09,7.87,27.32,4.35
2.4,6.155,89.9,41.88,7.83,27.09,4.3
1.8,5.995,87.1,40.995,7.79,27.015,3.85
2.2,5.835,84.4,40.225,7.755,26.885,2.7
2.15,5.815,83.8,39.825,7.755,26.83,2.1
1.45,5.84,84.4,40.365,7.765,26.83,1.85
1.8,5.84,84.7,41.11,7.765,26.82,1.95
2.9,5.845,85.3,42.555,7.795,26.89,2.95
1.65,5.815,85.4,44.265,7.84,26.86,3.4
1.1,5.805,85.45,44.72,7.855,26.885,3
1.65,5.855,86.45,44.805,7.87,26.995,3.4
2,6.03,89,44.085,7.86,27.205,6.05
2.2,6.1,90.2,43.62,7.85,27.405,5.8
2.3,6.305,93,42.765,7.85,27.48,4.95
2.1,6.41,94.35,41.805,7.845,27.555,5.25
2.65,6.365,93.2,40.91,7.82,27.47,5.95
3.15,6.37,92.95,40.265,7.765,27.4,4.85
2.95,6.42,93.85,40.28,7.785,27.465,6.05
2.65,6.535,95.85,41.06,7.825,27.515,4.3
3.3,6.57,96.75,42.035,7.845,27.505,5.05
2.3,6.5,96.15,43.98,7.89,27.325,6.5
2.2,6.315,93.35,44.53,7.89,27.195,4.45
1.6,6.225,92.15,44.88,7.895,27.165,3.5
2.7,6.225,91.9,44.48,7.885,27.11,6.2
2.25,6.185,90.95,43.9,7.87,27.005,5.45
2.6,6.105,89.3,43.06,7.84,26.845,5.3
2.55,5.895,85.5,42.01,7.795,26.67,4.9
1.9,5.78,83.45,41.07,7.755,26.58,4.6
1.6,5.715,82,40.365,7.735,26.41,2.9
1.65,5.705,81.45,39.91,7.73,26.245,2.45
1.3,5.715,81.8,40.43,7.725,26.21,2.25
2.3,5.665,81.7,41.57,7.74,26.385,2.9
2.15,5.755,83.75,43.645,7.805,26.45,6.15
1.45,5.565,81.45,44.92,7.84,26.46,5.6
2.05,5.7,83.65,45.32,7.86,26.56,4.6
1.65,5.835,85.85,45.17,7.87,26.755,6.6
1.85,6.025,88.7,44.42,7.865,26.95,6.95
2.3,6.25,92,43.54,7.865,27.15,6.25
2.4,6.565,96.5,42.55,7.87,27.3,5.85
2.8,6.52,95.6,41.64,7.84,27.355,6.45
2.15,6.46,94.4,40.875,7.81,27.355,6.4
2.55,6.52,95.2,40.235,7.795,27.44,6
2.85,6.65,97.2,40.445,7.81,27.455,5.85
3.15,6.59,96.45,41.345,7.81,27.345,6.35
3.1,6.7,98.45,43.07,7.855,27.15,8.65
2.55,6.41,94.65,44.845,7.87,27.025,10.65
1.7,6.275,92.75,45.425,7.88,26.945,5.8
2.4,6.235,92.05,45.55,7.875,26.905,6.2
1.85,6.31,92.7,44.68,7.87,26.785,8.5
2.65,6.31,92.35,43.875,7.85,26.71,6.65
2.75,6.215,90.25,42.795,7.815,26.575,5.5
2.6,6.03,87.05,41.805,7.79,26.42,5.75
1.9,5.905,84.8,41.03,7.765,26.285,5.7
1.35,5.855,83.75,40.505,7.725,26.165,3.55
1.35,5.9,84.35,40.47,7.74,26.125,2.85
1.8,5.86,83.85,40.9,7.725,26.11,2.6
1.55,5.905,85,41.93,7.755,26.18,3.8
1.95,5.91,86.1,44.11,7.815,26.395,8.15
1.95,5.87,85.85,45.155,7.84,26.395,5.95
1.8,5.795,85.3,45.655,7.85,26.63,5.25
1.95,6.03,88.85,45.11,7.87,26.825,9
2.4,6.3,92.65,44.21,7.865,26.975,8.25
2.25,6.545,96.2,43.205,7.86,27.175,6.7
2.25,6.615,97.2,42.28,7.855,27.34,6.4
2.1,6.555,96.2,41.445,7.835,27.5,7.05
2.2,6.495,95.3,40.86,7.8,27.62,5
1.8,6.605,96.65,40.27,7.805,27.615,3.65
3.45,6.61,96.65,40.615,7.81,27.45,4.15
2.7,6.585,96.3,41.56,7.82,27.25,4.8
2.7,6.655,97.8,43.63,7.86,27.045,8.65
2.35,6.39,94.4,45.175,7.88,26.96,12.45
1.2,6.235,92.15,45.61,7.88,26.87,6.5
1.75,6.27,92.55,45.56,7.885,26.835,10.65
2.05,6.305,92.6,44.675,7.875,26.75,9.85
2.2,6.35,92.85,43.65,7.855,26.7,6.95
1.6,6.19,89.9,42.7,7.81,26.545,5.65
1.95,5.985,86.35,41.815,7.76,26.41,5.2
1.65,5.845,84.2,41.265,7.715,26.365,4.7
1.6,5.74,82.4,40.86,7.665,26.275,3.85
1.7,5.765,82.6,40.97,7.7,26.19,2.95
1.6,5.795,83.35,41.495,7.71,26.25,4.5
1.8,5.845,84.6,42.6,7.745,26.395,6.55
2.25,5.915,86.4,44.415,7.815,26.445,8.55
1.6,5.87,86.25,45.455,7.845,26.635,6.05
1.95,5.89,86.75,45.62,7.84,26.69,6.35
2.6,6.26,92.25,44.75,7.855,26.93,9.6
2.2,6.445,94.85,43.955,7.85,27.065,8.3
2.85,6.57,96.7,43.05,7.85,27.26,7.9
2.25,6.535,96.1,42.23,7.82,27.36,7.6
2.7,6.445,94.25,41.515,7.785,27.255,6.8
2.2,6.38,93.25,41.035,7.735,27.32,7
2.75,6.465,94.15,40.855,7.75,27.21,3.55
2.4,6.405,93.3,41.375,7.75,27.065,6.2
2.65,6.49,94.7,42.26,7.78,26.995,8.1
2.95,6.43,94.3,44.26,7.83,26.75,12.2
2.3,6.265,92.1,45.465,7.86,26.6,10.35
2.75,6.19,91,45.825,7.865,26.53,5.5
2.4,6.17,90.55,45.62,7.855,26.495,8.9
1.65,6.205,90.7,44.635,7.835,26.44,8.15
2.5,6.135,89.3,43.75,7.81,26.415,6.65
2.7,6.005,86.9,42.81,7.77,26.33,5.4
1.95,5.81,83.65,42.03,7.73,26.22,4.95
1.8,5.68,81.5,41.45,7.69,26.12,4.65
1.8,5.64,80.7,41.13,7.62,26.03,4.45
1.95,5.695,81.5,41.36,7.67,25.98,3.1
1.85,5.695,82,41.93,7.68,26.2,4.45
2,5.84,84.65,42.94,7.72,26.32,5.6
2.65,5.975,87.2,44.505,7.79,26.48,6.25
1.95,5.935,86.95,44.995,7.8,26.555,5.25
2.9,5.955,87.3,45.315,7.805,26.5,5.15
2,6.31,92.6,44.395,7.815,26.76,7.85
2.3,6.445,94.6,43.765,7.815,26.94,6.5
2.3,6.63,97.35,43.01,7.815,27.13,6.3
2.6,6.55,96,42.23,7.79,27.225,6.05
2.55,6.395,93.55,41.675,7.75,27.265,6.8
3.2,6.305,91.95,41.21,7.695,27.18,6.65
3.6,6.355,92.35,41.175,7.705,26.965,3.95
3.1,6.365,92.55,41.68,7.725,26.875,4.7
3.1,6.435,93.8,42.8,7.76,26.755,5.1
3,6.275,91.8,44.72,7.81,26.505,8.7
2.85,6.195,90.7,45.59,7.83,26.365,5.85
2.6,6.185,90.7,45.905,7.835,26.355,4.9
2.65,6.145,89.85,45.415,7.825,26.295,7.05
2.55,6.095,88.85,44.715,7.805,26.275,5.95
2.7,6.02,87.45,43.89,7.78,26.265,4.8
2.4,5.92,85.6,43.01,7.745,26.23,3.95
1.95,5.75,82.8,42.315,7.7,26.135,4
1.65,5.655,81.15,41.785,7.655,26.08,4.15
1.3,5.585,80,41.68,7.635,25.96,2.35
1.6,5.64,81.1,41.825,7.665,26.115,2.55
1.95,5.705,82.3,42.345,7.675,26.25,3.7
1.9,5.94,86.3,43.005,7.715,26.505,2.8
2.2,5.97,87.3,44.39,7.77,26.545,5.45
1.35,6.125,89.85,44.655,7.795,26.69,4.45
2.2,6.29,92.5,44.67,7.82,26.805,4.25
2.15,6.49,95.5,44.235,7.82,26.955,5.7
2.3,6.565,96.75,43.905,7.82,27.1,5.25
3,6.64,97.8,43.18,7.805,27.305,5.5
2.9,6.42,94.45,42.42,7.77,27.385,5.8
3.05,6.29,92.2,41.795,7.72,27.33,5.05
3.05,6.165,90,41.39,7.685,27.13,3.35
2.65,6.155,89.65,41.55,7.69,27.005,4.45
3.25,6.225,90.7,42.07,7.705,26.905,3.8
2.65,6.33,92.5,43.355,7.76,26.75,5.05
2.5,6.235,91.15,44.785,7.8,26.46,7.8
1.85,6.14,89.8,45.395,7.81,26.325,4.2
2.8,6.135,89.95,45.78,7.825,26.345,4.45
2.5,6.09,89,45.18,7.805,26.3,7.35
2.7,5.985,87.3,44.665,7.78,26.32,5.6
2.45,5.915,86,43.97,7.75,26.335,5.1
2.8,5.78,83.8,43.315,7.715,26.315,4.7
1.6,5.62,81.15,42.655,7.68,26.27,4.6
1.75,5.48,78.95,42.21,7.615,26.2,5
1.15,5.5,79.2,42.085,7.625,26.195,2.45
1.45,5.6,80.85,42.295,7.65,26.3,2.8
1.55,5.735,83.3,42.695,7.67,26.545,2.45
1.85,5.905,86.2,43.38,7.71,26.695,2.9
2.1,6.11,89.55,43.725,7.74,26.885,2.55
2.7,6.15,90.3,44.315,7.765,26.82,3.15
2.35,6.28,92.4,44.565,7.79,26.87,3.85
2.8,6.36,93.75,44.415,7.785,27.015,4.5
2.65,6.29,92.5,43.91,7.77,27.035,4.7
3.35,6.18,90.55,43.215,7.735,27,5
2.85,5.96,87.1,42.66,7.69,26.9,4.5
2.4,5.73,83.3,41.96,7.64,26.795,3.7
2.85,5.68,82.35,41.645,7.635,26.665,2.9
2.55,5.725,83.05,42.02,7.645,26.63,3.4
2.2,5.805,84.15,42.485,7.665,26.565,2.95
1.7,5.925,86.4,43.49,7.71,26.57,3.15
2.95,5.855,85.6,44.85,7.75,26.42,4.25
2.3,5.795,84.7,45.18,7.765,26.335,4
1.9,5.81,85.05,45.525,7.77,26.315,3.1
1.8,5.74,83.7,44.89,7.755,26.27,4.1
1.7,5.67,82.6,44.67,7.735,26.265,3.85
1.6,5.535,80.55,44.285,7.715,26.25,4.15
1.6,5.425,78.65,43.645,7.68,26.195,4.45
1.7,5.3,76.6,43.115,7.65,26.13,4.15
1.5,5.21,75.05,42.645,7.625,26.09,2.95
1.45,5.305,76.55,42.645,7.63,26.2,2.2
1.5,5.4,78.6,42.965,7.645,26.6,3
1.75,5.575,81.5,43.36,7.675,26.76,2.4
1.75,5.815,85.2,43.495,7.7,26.93,2.2
2.15,5.975,88,43.795,7.725,27.13,2.65
2.3,6.15,90.7,44.17,7.755,27.1,2.4
2.4,6.465,95.55,44.225,7.785,27.225,1.9
2.55,6.52,96.4,44.37,7.795,27.225,3.05
2.65,6.34,93.6,44.335,7.765,27.15,3.75
2.4,6.12,90,43.94,7.74,27.005,3.6
2.4,5.865,86,43.2,7.7,26.945,3.6
2.35,5.615,81.8,42.45,7.65,26.805,3.8
2.25,5.585,81.05,42.1,7.64,26.695,2.9
2.15,5.665,82.5,42.7,7.665,26.74,2.95
2.05,5.715,83.2,42.92,7.67,26.66,2.55
1.65,5.765,84.2,43.76,7.7,26.585,3.45
2,5.76,83.95,44.245,7.725,26.425,2.7
1.5,5.715,83.3,44.53,7.735,26.305,2.4
1.55,5.7,83.2,45.075,7.75,26.23,2.45
1.4,5.655,82.35,44.93,7.745,26.18,3.25
1.25,5.585,81.2,44.68,7.725,26.13,2.7
1.5,5.475,79.6,44.45,7.71,26.17,2.95
1.75,5.365,77.7,44.025,7.685,26.08,4.35
1,5.27,76.2,43.45,7.655,26.15,4.15
1.3,5.21,75.25,43.005,7.62,26.135,2.75
1.25,5.355,77.5,42.95,7.645,26.255,2.15
1.1,5.505,80.1,42.96,7.66,26.585,2.3
0.9,5.565,81.45,43.5,7.675,26.87,3.5
1.25,5.755,84.35,43.72,7.695,26.87,3.6
2.1,5.885,86.15,43.665,7.71,26.765,3.15
2.2,5.935,86.9,43.815,7.715,26.75,2.7
2.8,6.155,90.05,44.105,7.745,26.65,1.5
2.7,6.005,88,44.53,7.74,26.66,2.45
2.05,5.865,85.85,44.465,7.725,26.625,2.55
1.75,5.635,82.25,44.24,7.69,26.505,4.05
2.1,5.59,81.25,43.655,7.67,26.35,3.45
1.4,5.545,80.15,43.135,7.64,26.205,3.05
1.25,5.505,79.35,42.885,7.635,26.07,2.55
1.35,5.5,79.3,43.075,7.655,26.08,2.4
0.95,5.48,79.25,43.58,7.655,26.075,2.7
1.6,5.59,80.65,43.875,7.685,25.91,2.65
2,5.65,81.8,44.43,7.715,25.96,2.2
2.15,5.59,81,44.68,7.72,25.92,2.1
1.4,5.6,81.15,45.04,7.74,25.885,1.6
1.55,5.535,80.15,45.065,7.73,25.815,2.15
0.85,5.46,79,44.975,7.71,25.765,2.3
1.55,5.36,77.5,44.76,7.7,25.76,2.9
0.65,5.295,76.35,44.36,7.685,25.78,4.35
1.05,5.305,76.2,43.71,7.66,25.675,3.5
1,5.28,76.05,43.3,7.61,25.905,3.2
0.9,5.495,79.4,43.155,7.645,26.135,2.8
1.3,5.66,82.2,43.215,7.685,26.415,2.9
1.05,5.765,84.05,43.4,7.69,26.59,4.05
2,5.885,85.75,43.695,7.71,26.51,3.6
1.75,5.985,87.35,44.005,7.73,26.49,3.2
1.7,5.87,85.5,44.21,7.715,26.4,3.3
1.5,6.05,88.2,44.455,7.735,26.35,2.15
1.95,6.065,88.4,44.57,7.755,26.295,2.3
2.1,5.845,84.85,44.545,7.72,26.125,3.15
2.4,5.775,83.7,44.345,7.715,26.02,2.75
1.3,5.675,81.95,44.07,7.685,25.915,4.15
0.95,5.63,80.95,43.47,7.67,25.77,3.35
1.55,5.655,81.15,43.27,7.67,25.725,2.7
1.5,5.63,80.75,43.405,7.68,25.64,2.7
1.75,5.565,79.85,43.745,7.675,25.61,2.55
1.45,5.64,81.15,44.175,7.7,25.655,2.3
1.3,5.705,82.3,44.56,7.725,25.685,2.1
2.1,5.685,82.1,44.885,7.735,25.665,1.65
1.3,5.685,82.05,45.16,7.75,25.595,1
1.35,5.745,82.85,45.165,7.755,25.515,1.05
1.35,5.595,80.6,45.005,7.735,25.525,2.5
1.45,5.485,79.05,44.8,7.715,25.56,3.15
1.35,5.46,78.6,44.535,7.705,25.575,3.5
0.95,5.55,79.7,43.7,7.69,25.625,3.15
1.35,5.635,80.95,43.36,7.67,25.735,2.8
1.25,5.795,83.35,43.105,7.68,25.885,2.2
1.55,5.94,85.45,43.14,7.71,25.875,3.25
1.45,6.03,87.1,43.38,7.725,26.05,2.75
2.15,6.15,88.95,43.675,7.745,26.065,2.6
2.4,6.185,89.55,43.935,7.755,26.08,2.9
2.6,6.07,88,44.32,7.75,26.05,3.25
2.65,6.3,91.35,44.555,7.785,26.015,1.7
2.55,6.355,91.95,44.675,7.795,25.89,1.55
2.3,6.03,87.1,44.85,7.755,25.71,2.5
2.1,5.885,84.65,44.695,7.735,25.53,2.7
1.5,5.695,81.65,44.355,7.695,25.435,6.15
1.45,5.7,81.25,43.735,7.69,25.24,3.2
1.15,5.71,81.05,43.295,7.675,25.045,2.55
0.95,5.78,81.65,43.14,7.7,24.84,2.4
1.65,5.725,81.3,43.705,7.7,25.015,2.45
1.7,5.64,80.3,43.985,7.69,25.03,2.4
1.3,5.675,81.1,44.575,7.715,25.145,2.3
1.75,5.72,81.8,44.855,7.74,25.11,1.9
1.85,5.73,82.05,45.075,7.745,25.17,1.5
1.25,5.795,83.1,45.385,7.76,25.2,1.35
0.95,5.705,81.65,45.145,7.745,25.1,2.3
1.4,5.62,80.45,44.98,7.735,25.155,3.3
0.95,5.615,80.25,44.535,7.715,25.135,3.7
0.95,5.705,81.15,43.72,7.71,25.14,3.3
0.85,5.77,82.05,43.2,7.69,25.18,3.05
1.2,5.84,82.9,42.88,7.675,25.175,2.85
1.65,6.02,85.55,42.935,7.72,25.245,1.9
1.75,6.025,85.9,43.385,7.72,25.34,3.55
1.7,6.095,87,43.73,7.74,25.275,3.05
2.3,6.12,87.65,44.39,7.76,25.355,2.1
2.4,6.105,87.6,44.87,7.77,25.3,2.3
3,6.07,87.1,45.02,7.775,25.3,1.8
2.05,6.205,89,45.04,7.79,25.27,1.65
1.6,5.98,85.65,45.005,7.76,25.16,2.7
1.7,5.81,82.9,44.63,7.735,25.055,3.3
1.8,5.76,81.85,44.075,7.715,24.925,3.35
0.75,5.76,81.2,43.32,7.705,24.705,2.95
1.05,5.74,80.45,42.675,7.69,24.485,2.85
1.35,5.795,80.9,42.41,7.7,24.31,2.3
0.65,5.73,80.35,43,7.7,24.465,2.35
1.2,5.65,79.65,43.69,7.69,24.625,2.4
1.6,5.65,79.95,44.35,7.71,24.655,2.35
1.1,5.585,78.95,44.59,7.72,24.56,2.15
1.3,5.64,80.05,45.02,7.735,24.645,1.8
1.3,5.695,81.2,45.355,7.76,24.845,2.4
1.4,5.695,81.05,45.05,7.745,24.8,3.3
0.7,5.71,81.6,44.905,7.74,25.08,3.4
1.3,5.775,82.4,44.19,7.73,25.165,4.35
1.25,5.82,82.95,43.45,7.72,25.265,3.8
0.95,5.905,84.15,42.92,7.71,25.365,2.8
1.75,5.975,85.2,42.47,7.705,25.51,2.8
1.85,6.105,87.45,42.62,7.725,25.715,2.95
2.5,6.215,89,43.105,7.745,25.675,2.9
3.05,6.335,90.65,43.54,7.77,25.47,2.55
2.85,6.21,88.8,43.93,7.76,25.305,3.05
1.7,6.185,88.75,44.99,7.78,25.305,1.75
1.65,6.065,86.9,44.985,7.775,25.22,2.25
1.85,6.02,86.3,45.165,7.775,25.195,2.75
1.9,5.935,84.85,44.89,7.76,25.105,3
1.1,5.785,82.25,44.365,7.735,24.945,3.5
0.9,5.645,79.9,43.61,7.705,24.8,3.65
0.9,5.635,79.4,42.97,7.685,24.75,3.35
0.8,5.615,78.9,42.32,7.67,24.7,3.15
0.65,5.64,79.15,42.335,7.675,24.635,2.75
1.65,5.535,77.95,42.975,7.675,24.71,2.75
1.05,5.56,78.45,43.505,7.675,24.685,2.4
1.4,5.52,78.35,44.52,7.71,24.8,2.85
0.8,5.585,79.45,44.99,7.73,24.76,2.55
0.55,5.635,80.35,45.3,7.745,24.86,2
1.2,5.71,81.5,45.15,7.755,24.905,2.45
0.65,5.69,81.3,44.845,7.74,25.11,3.2
0.95,5.725,82.1,44.625,7.735,25.32,5.3
0.65,5.815,83.15,43.775,7.725,25.405,4.1
1.05,5.83,83.35,43.045,7.71,25.525,5.1
1.55,5.95,84.9,42.37,7.705,25.605,3.3
2.2,6.055,86.35,42.06,7.715,25.63,3.7
2.05,6.16,88,42.365,7.715,25.645,3.85
2.65,6.29,89.95,42.875,7.735,25.59,4.35
3,6.16,88.05,43.41,7.745,25.455,3.75
2.05,5.905,84.65,44.545,7.75,25.335,3.7
1.8,5.865,84.25,45.125,7.755,25.35,6.1
1.9,5.88,84.6,45.495,7.775,25.345,3.65
1.65,5.885,84.45,45.145,7.765,25.245,3.35
1.35,5.795,82.9,44.72,7.745,25.175,3.35
1.15,5.685,81,44.115,7.725,25.05,3.9
0.85,5.63,79.75,43.335,7.695,24.9,3.7
0.95,5.555,78.35,42.585,7.67,24.83,3.8
